,Token,Lemma,Pos,Chunklabel,DepREL,Previous,PTokenPos,Negation
1,it,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,was,be,AUX,VBD,ccomp,it,PRON,O
1,not,not,PART,RB,neg,was,AUX,B-NEG
1,my,-PRON-,DET,PRP$,poss,not,PART,O
1,secret,secret,PROPN,NNP,attr,my,DET,O
1,and,and,CCONJ,CC,cc,secret,PROPN,O
1,that,that,SCONJ,IN,mark,and,CCONJ,O
1,I,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,could,could,VERB,MD,aux,I,PRON,O
1,not,not,PART,RB,neg,could,VERB,O
1,tell,tell,VERB,VB,conj,not,PART,O
1,it,-PRON-,PRON,PRP,dobj,tell,VERB,O
1,to,to,ADP,IN,dative,it,PRON,O
1,you,-PRON-,PRON,PRP,pobj,to,ADP,O
1,.,.,PUNCT,.,punct,you,PRON,O
1,But,but,CCONJ,CC,cc,'',PUNCT,O
1,now,now,ADV,RB,advmod,But,CCONJ,O
1,you,-PRON-,PRON,PRP,nsubj,now,ADV,O
1,have,have,AUX,VBP,aux,you,PRON,O
1,heard,hear,VERB,VBN,ROOT,have,AUX,O
1,it,-PRON-,PRON,PRP,dobj,heard,VERB,O
1,",",",",PUNCT,",",punct,it,PRON,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,you,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,will,will,VERB,MD,aux,you,PRON,O
1,see,see,VERB,VB,conj,will,VERB,O
1,that,that,SCONJ,IN,mark,see,VERB,O
1,if,if,SCONJ,IN,mark,that,SCONJ,O
1,there,there,ADV,RB,expl,if,SCONJ,O
1,was,be,AUX,VBD,advcl,there,ADV,O
1,a,a,X,LS,det,was,AUX,O
1,plot,plot,NOUN,NN,attr,a,X,O
1,it,-PRON-,PRON,PRP,nsubj,plot,NOUN,O
1,was,be,AUX,VBD,ccomp,it,PRON,O
1,not,not,PART,RB,neg,was,AUX,B-NEG
1,against,against,ADP,IN,prep,not,PART,O
1,you,-PRON-,PRON,PRP,pobj,against,ADP,O
1,.,.,PUNCT,.,punct,you,PRON,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,This,this,DET,DT,nsubj,.,PUNCT,O
1,",",",",PUNCT,",",punct,This,DET,O
1,then,then,ADV,RB,advmod,",",PUNCT,O
1,",",",",PUNCT,",",punct,then,ADV,O
1,was,be,AUX,VBD,ROOT,",",PUNCT,O
1,the,the,DET,DT,det,was,AUX,O
1,explanation,explanation,NOUN,NN,attr,the,DET,O
1,of,of,ADP,IN,prep,explanation,NOUN,O
1,the,the,DET,DT,det,of,ADP,O
1,stealthy,stealthy,PROPN,NNP,amod,the,DET,O
1,expeditions,expedition,NOUN,NNS,pobj,stealthy,PROPN,O
1,at,at,ADP,IN,prep,expeditions,NOUN,O
1,night,night,NOUN,NN,pobj,at,ADP,O
1,and,and,CCONJ,CC,cc,night,NOUN,O
1,the,the,DET,DT,det,and,CCONJ,O
1,light,light,NOUN,NN,conj,the,DET,O
1,at,at,ADP,IN,prep,light,NOUN,O
1,the,the,DET,DT,det,at,ADP,O
1,window,window,NOUN,NN,pobj,the,DET,O
1,.,.,PUNCT,.,punct,window,NOUN,O
1,Sir,Sir,PROPN,NNP,compound,.,PUNCT,O
1,Henry,Henry,PROPN,NNP,nsubj,Sir,PROPN,O
1,and,and,CCONJ,CC,cc,Henry,PROPN,O
1,I,-PRON-,PRON,PRP,conj,and,CCONJ,O
1,both,both,DET,DT,appos,I,PRON,O
1,stared,stared,PROPN,NNP,ROOT,both,DET,O
1,at,at,ADP,IN,prep,stared,PROPN,O
1,the,the,DET,DT,det,at,ADP,O
1,woman,woman,NOUN,NN,pobj,the,DET,O
1,in,in,ADP,IN,prep,woman,NOUN,O
1,amazement,amazement,NOUN,NN,pobj,in,ADP,O
1,.,.,PUNCT,.,punct,amazement,NOUN,O
1,Was,be,AUX,VBD,ROOT,?,PUNCT,O
1,it,-PRON-,PRON,PRP,nsubj,Was,AUX,O
1,possible,possible,ADJ,JJ,acomp,it,PRON,O
1,that,that,SCONJ,IN,mark,possible,ADJ,O
1,this,this,DET,DT,det,that,SCONJ,O
1,stolidly,stolidly,ADV,RB,advmod,this,DET,O
1,respectable,respectable,ADJ,JJ,amod,stolidly,ADV,O
1,person,person,NOUN,NN,nsubj,respectable,ADJ,O
1,was,be,AUX,VBD,ccomp,person,NOUN,O
1,of,of,ADP,IN,prep,was,AUX,O
1,the,the,DET,DT,det,of,ADP,O
1,same,same,ADJ,JJ,amod,the,DET,O
1,blood,blood,NOUN,NN,pobj,same,ADJ,O
1,as,as,SCONJ,IN,prep,blood,NOUN,O
1,one,one,NUM,CD,pobj,as,SCONJ,O
1,of,of,ADP,IN,prep,one,NUM,O
1,the,the,DET,DT,det,of,ADP,O
1,most,most,ADV,RBS,advmod,the,DET,O
1,notorious,notorious,ADJ,JJ,amod,most,ADV,O
1,criminals,criminal,NOUN,NNS,pobj,notorious,ADJ,O
1,in,in,ADP,IN,prep,criminals,NOUN,O
1,the,the,DET,DT,det,in,ADP,O
1,country,country,NOUN,NN,pobj,the,DET,O
1,?,?,PUNCT,.,punct,country,NOUN,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,Yes,yes,INTJ,UH,intj,``,PUNCT,O
1,",",",",PUNCT,",",punct,Yes,INTJ,O
1,sir,sir,PROPN,NNP,npadvmod,",",PUNCT,O
1,",",",",PUNCT,",",punct,sir,PROPN,O
1,my,-PRON-,DET,PRP$,poss,",",PUNCT,O
1,name,name,PROPN,NNP,nsubj,my,DET,O
1,was,be,AUX,VBD,ROOT,name,PROPN,O
1,Selden,Selden,PROPN,NNP,attr,was,AUX,O
1,",",",",PUNCT,",",punct,Selden,PROPN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,he,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,is,be,AUX,VBZ,conj,he,PRON,O
1,my,-PRON-,DET,PRP$,poss,is,AUX,O
1,younger,young,ADJ,JJR,amod,my,DET,O
1,brother,brother,NOUN,NN,attr,younger,ADJ,O
1,.,.,PUNCT,.,punct,brother,NOUN,O
1,We,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,humoured,humour,VERB,VBN,ROOT,We,PRON,O
1,him,-PRON-,PRON,PRP,dobj,humoured,VERB,O
1,too,too,ADV,RB,advmod,him,PRON,O
1,much,much,ADJ,JJ,advmod,too,ADV,O
1,when,when,ADV,WRB,advmod,much,ADJ,O
1,he,-PRON-,PRON,PRP,nsubj,when,ADV,O
1,was,be,AUX,VBD,advcl,he,PRON,O
1,a,a,X,LS,det,was,AUX,O
1,lad,lad,PROPN,NNP,attr,a,X,O
1,and,and,CCONJ,CC,cc,lad,PROPN,O
1,gave,give,VERB,VBD,conj,and,CCONJ,O
1,him,-PRON-,PRON,PRP,dative,gave,VERB,O
1,his,-PRON-,DET,PRP$,poss,him,PRON,O
1,own,own,ADJ,JJ,amod,his,DET,O
1,way,way,NOUN,NN,dobj,own,ADJ,O
1,in,in,ADP,IN,prep,way,NOUN,O
1,everything,everything,PRON,NN,pobj,in,ADP,O
1,until,until,ADP,IN,mark,everything,PRON,O
1,he,-PRON-,PRON,PRP,nsubj,until,ADP,O
1,came,come,VERB,VBD,advcl,he,PRON,O
1,to,to,ADP,IN,aux,came,VERB,O
1,think,think,VERB,VB,advcl,to,ADP,O
1,that,that,SCONJ,IN,mark,think,VERB,O
1,the,the,DET,DT,det,that,SCONJ,O
1,world,world,PROPN,NNP,nsubjpass,the,DET,O
1,was,be,AUX,VBD,auxpass,world,PROPN,O
1,made,make,VERB,VBN,ccomp,was,AUX,O
1,for,for,ADP,IN,prep,made,VERB,O
1,his,-PRON-,DET,PRP$,poss,for,ADP,O
1,pleasure,pleasure,NOUN,NN,pobj,his,DET,O
1,",",",",PUNCT,",",punct,pleasure,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,that,that,SCONJ,IN,mark,and,CCONJ,O
1,he,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,could,could,VERB,MD,aux,he,PRON,O
1,do,do,AUX,VB,conj,could,VERB,O
1,what,what,PRON,WP,dobj,do,AUX,O
1,he,-PRON-,PRON,PRP,nsubj,what,PRON,O
1,liked,like,VERB,VBN,ccomp,he,PRON,O
1,in,in,ADP,IN,prep,liked,VERB,O
1,it,-PRON-,PRON,PRP,pobj,in,ADP,O
1,.,.,PUNCT,.,punct,it,PRON,O
1,Then,then,ADV,RB,advmod,.,PUNCT,O
1,as,as,SCONJ,IN,mark,Then,ADV,O
1,he,-PRON-,PRON,PRP,nsubj,as,SCONJ,O
1,grew,grow,VERB,VBD,advcl,he,PRON,O
1,older,old,ADJ,JJR,acomp,grew,VERB,O
1,he,-PRON-,PRON,PRP,nsubj,older,ADJ,O
1,met,meet,VERB,VBD,ROOT,he,PRON,O
1,wicked,wicked,ADJ,JJ,amod,met,VERB,O
1,companions,companion,NOUN,NNS,dobj,wicked,ADJ,O
1,",",",",PUNCT,",",punct,companions,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,the,the,DET,DT,det,and,CCONJ,O
1,devil,devil,PROPN,NNP,nsubj,the,DET,O
1,entered,enter,VERB,VBN,conj,devil,PROPN,O
1,into,into,ADP,IN,prep,entered,VERB,O
1,him,-PRON-,PRON,PRP,pobj,into,ADP,O
1,until,until,ADP,IN,mark,him,PRON,O
1,he,-PRON-,PRON,PRP,nsubj,until,ADP,O
1,broke,broke,PROPN,NNP,advcl,he,PRON,O
1,my,-PRON-,DET,PRP$,poss,broke,PROPN,O
1,mother,mother,NOUN,NN,poss,my,DET,O
1,'s,be,AUX,VBZ,case,mother,NOUN,O
1,heart,heart,NOUN,NN,dobj,'s,AUX,O
1,and,and,CCONJ,CC,cc,heart,NOUN,O
1,dragged,drag,VERB,VBD,conj,and,CCONJ,O
1,our,-PRON-,DET,PRP$,poss,dragged,VERB,O
1,name,name,PROPN,NNP,dobj,our,DET,O
1,in,in,ADP,IN,prep,name,PROPN,O
1,the,the,DET,DT,det,in,ADP,O
1,dirt,dirt,NOUN,NN,pobj,the,DET,O
1,.,.,PUNCT,.,punct,dirt,NOUN,O
1,From,from,ADP,IN,prep,.,PUNCT,O
1,crime,crime,NOUN,NN,pobj,From,ADP,O
1,to,to,ADP,IN,prep,crime,NOUN,O
1,crime,crime,NOUN,NN,pobj,to,ADP,O
1,he,-PRON-,PRON,PRP,nsubj,crime,NOUN,O
1,sank,sank,PROPN,NNP,ROOT,he,PRON,O
1,lower,low,ADJ,JJR,advmod,sank,PROPN,O
1,and,and,CCONJ,CC,cc,lower,ADJ,O
1,lower,low,ADJ,JJR,conj,and,CCONJ,O
1,until,until,ADP,IN,mark,lower,ADJ,O
1,it,-PRON-,PRON,PRP,nsubj,until,ADP,O
1,is,be,AUX,VBZ,advcl,it,PRON,O
1,only,only,ADV,RB,advmod,is,AUX,O
1,the,the,DET,DT,det,only,ADV,O
1,mercy,mercy,NOUN,NN,attr,the,DET,O
1,of,of,ADP,IN,prep,mercy,NOUN,O
1,God,God,PROPN,NNP,pobj,of,ADP,O
1,which,which,DET,WDT,nsubj,God,PROPN,O
1,has,have,AUX,VBZ,aux,which,DET,O
1,snatched,snatch,VERB,VBN,ccomp,has,AUX,O
1,him,-PRON-,PRON,PRP,dobj,snatched,VERB,O
1,from,from,ADP,IN,prep,him,PRON,O
1,the,the,DET,DT,det,from,ADP,O
1,scaffold,scaffold,PROPN,NNP,pobj,the,DET,O
1,;,;,PUNCT,:,punct,scaffold,PROPN,O
1,but,but,CCONJ,CC,cc,;,PUNCT,O
1,to,to,ADP,IN,prep,but,CCONJ,O
1,me,-PRON-,PRON,PRP,pobj,to,ADP,O
1,",",",",PUNCT,",",punct,me,PRON,O
1,sir,sir,PROPN,NNP,npadvmod,",",PUNCT,O
1,",",",",PUNCT,",",punct,sir,PROPN,O
1,he,-PRON-,PRON,PRP,nsubj,",",PUNCT,O
1,was,be,AUX,VBD,conj,he,PRON,O
1,always,always,ADV,RB,advmod,was,AUX,O
1,the,the,DET,DT,det,always,ADV,O
1,little,little,ADJ,JJ,amod,the,DET,O
1,curly-headed,curly-headed,ADJ,JJ,amod,little,ADJ,O
1,boy,boy,INTJ,UH,attr,curly-headed,ADJ,O
1,that,that,SCONJ,IN,dobj,boy,INTJ,O
1,I,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,had,have,AUX,VBD,aux,I,PRON,O
1,nursed,nurse,VERB,VBN,relcl,had,AUX,O
1,and,and,CCONJ,CC,cc,nursed,VERB,O
1,played,play,VERB,VBN,conj,and,CCONJ,O
1,with,with,ADP,IN,prep,played,VERB,O
1,as,as,SCONJ,IN,mark,with,ADP,O
1,an,an,X,LS,det,as,SCONJ,O
1,elder,elder,NOUN,NN,amod,an,X,O
1,sister,sister,NOUN,NN,nsubj,elder,NOUN,O
1,would,would,VERB,MD,advcl,sister,NOUN,O
1,.,.,PUNCT,.,punct,would,VERB,O
1,That,that,DET,DT,nsubj,.,PUNCT,O
1,was,be,AUX,VBD,ROOT,That,DET,O
1,why,why,ADV,WRB,advmod,was,AUX,O
1,he,-PRON-,PRON,PRP,nsubj,why,ADV,O
1,broke,broke,PROPN,NNP,advcl,he,PRON,O
1,prison,prison,NOUN,NN,dobj,broke,PROPN,O
1,",",",",PUNCT,",",punct,prison,NOUN,O
1,sir,sir,PROPN,NNP,appos,",",PUNCT,O
1,.,.,PUNCT,.,punct,sir,PROPN,O
1,He,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,knew,know,VERB,VBD,ROOT,He,PRON,O
1,that,that,SCONJ,IN,mark,knew,VERB,O
1,I,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,was,be,AUX,VBD,ccomp,I,PRON,O
1,here,here,ADV,RB,advmod,was,AUX,O
1,and,and,CCONJ,CC,cc,here,ADV,O
1,that,that,SCONJ,IN,mark,and,CCONJ,O
1,we,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,could,could,VERB,MD,aux,we,PRON,O
1,not,not,PART,RB,neg,could,VERB,B-NEG
1,refuse,refuse,VERB,VB,conj,not,PART,O
1,to,to,ADP,IN,aux,refuse,VERB,O
1,help,help,VERB,VB,xcomp,to,ADP,O
1,him,-PRON-,PRON,PRP,dobj,help,VERB,O
1,.,.,PUNCT,.,punct,him,PRON,O
1,When,when,ADV,WRB,advmod,?,PUNCT,O
1,he,-PRON-,PRON,PRP,nsubj,When,ADV,O
1,dragged,drag,VERB,VBD,advcl,he,PRON,O
1,himself,-PRON-,PRON,PRP,dobj,dragged,VERB,O
1,here,here,ADV,RB,advmod,himself,PRON,O
1,one,one,NUM,CD,nummod,here,ADV,O
1,night,night,NOUN,NN,npadvmod,one,NUM,O
1,",",",",PUNCT,",",punct,night,NOUN,O
1,weary,weary,ADJ,JJ,advmod,",",PUNCT,O
1,and,and,CCONJ,CC,cc,weary,ADJ,O
1,starving,starve,VERB,VBG,conj,and,CCONJ,O
1,",",",",PUNCT,",",punct,starving,VERB,O
1,with,with,ADP,IN,prep,",",PUNCT,O
1,the,the,DET,DT,det,with,ADP,O
1,warders,warders,PROPN,NNP,nsubj,the,DET,O
1,hard,hard,ADV,RB,pcomp,warders,PROPN,O
1,at,at,ADP,IN,prep,hard,ADV,O
1,his,-PRON-,DET,PRP$,poss,at,ADP,O
1,heels,heel,NOUN,NNS,pobj,his,DET,O
1,",",",",PUNCT,",",punct,heels,NOUN,O
1,what,what,PRON,WP,dobj,",",PUNCT,O
1,could,could,VERB,MD,aux,what,PRON,O
1,we,-PRON-,PRON,PRP,nsubj,could,VERB,O
1,do,do,AUX,VB,ROOT,we,PRON,O
1,?,?,PUNCT,.,punct,do,AUX,O
1,We,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,took,take,VERB,VBD,ROOT,We,PRON,O
1,him,-PRON-,PRON,PRP,dobj,took,VERB,O
1,in,in,ADP,IN,prt,him,PRON,O
1,and,and,CCONJ,CC,cc,in,ADP,O
1,fed,fed,PROPN,NNP,conj,and,CCONJ,O
1,him,-PRON-,PRON,PRP,dobj,fed,PROPN,O
1,and,and,CCONJ,CC,cc,him,PRON,O
1,cared,care,VERB,VBN,conj,and,CCONJ,O
1,for,for,ADP,IN,dative,cared,VERB,O
1,him,-PRON-,PRON,PRP,pobj,for,ADP,O
1,.,.,PUNCT,.,punct,him,PRON,O
1,Then,then,ADV,RB,advmod,.,PUNCT,O
1,you,-PRON-,PRON,PRP,nsubj,Then,ADV,O
1,returned,return,VERB,VBD,ROOT,you,PRON,O
1,",",",",PUNCT,",",punct,returned,VERB,O
1,sir,sir,PROPN,NNP,npadvmod,",",PUNCT,O
1,",",",",PUNCT,",",punct,sir,PROPN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,my,-PRON-,DET,PRP$,poss,and,CCONJ,O
1,brother,brother,NOUN,NN,nsubj,my,DET,O
1,thought,think,VERB,VBD,ccomp,brother,NOUN,O
1,he,-PRON-,PRON,PRP,nsubj,thought,VERB,O
1,would,would,VERB,MD,aux,he,PRON,O
1,be,be,AUX,VB,ccomp,would,VERB,O
1,safer,safe,ADJ,JJR,acomp,be,AUX,O
1,on,on,ADP,IN,prep,safer,ADJ,O
1,the,the,DET,DT,det,on,ADP,O
1,moor,moor,PROPN,NNP,pobj,the,DET,O
1,than,than,SCONJ,IN,prep,moor,PROPN,O
1,anywhere,anywhere,ADV,RB,advmod,than,SCONJ,O
1,else,else,ADV,RB,pcomp,anywhere,ADV,O
1,until,until,ADP,IN,mark,else,ADV,O
1,the,the,DET,DT,det,until,ADP,O
1,hue,hue,PROPN,NNP,nsubj,the,DET,O
1,and,and,CCONJ,CC,cc,hue,PROPN,O
1,cry,cry,VERB,VB,conj,and,CCONJ,O
1,was,be,AUX,VBD,advcl,cry,VERB,O
1,over,over,ADV,RB,advmod,was,AUX,O
1,",",",",PUNCT,",",punct,over,ADV,O
1,so,so,ADV,RB,advmod,",",PUNCT,O
1,he,-PRON-,PRON,PRP,nsubj,so,ADV,O
1,lay,lay,PROPN,NNP,conj,he,PRON,O
1,in,in,ADP,IN,prep,lay,PROPN,O
1,hiding,hide,VERB,VBG,pcomp,in,ADP,O
1,there,there,ADV,RB,advmod,hiding,VERB,O
1,.,.,PUNCT,.,punct,there,ADV,O
1,But,but,CCONJ,CC,cc,.,PUNCT,O
1,every,every,DET,DT,det,But,CCONJ,O
1,second,second,ADJ,JJ,amod,every,DET,O
1,night,night,NOUN,NN,npadvmod,second,ADJ,O
1,we,-PRON-,PRON,PRP,nsubj,night,NOUN,O
1,made,make,VERB,VBN,ROOT,we,PRON,O
1,sure,sure,INTJ,UH,acomp,made,VERB,O
1,if,if,SCONJ,IN,mark,sure,INTJ,O
1,he,-PRON-,PRON,PRP,nsubj,if,SCONJ,O
1,was,be,AUX,VBD,ccomp,he,PRON,O
1,still,still,ADV,RB,advmod,was,AUX,O
1,there,there,ADV,RB,advmod,still,ADV,O
1,by,by,ADP,IN,prep,there,ADV,O
1,putting,put,VERB,VBG,pcomp,by,ADP,O
1,a,a,X,LS,det,putting,VERB,O
1,light,light,NOUN,NN,dobj,a,X,O
1,in,in,ADP,IN,prep,light,NOUN,O
1,the,the,DET,DT,det,in,ADP,O
1,window,window,NOUN,NN,pobj,the,DET,O
1,",",",",PUNCT,",",punct,window,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,if,if,SCONJ,IN,mark,and,CCONJ,O
1,there,there,ADV,RB,expl,if,SCONJ,O
1,was,be,AUX,VBD,conj,there,ADV,O
1,an,an,X,LS,det,was,AUX,O
1,answer,answer,VERB,VB,attr,an,X,O
1,my,-PRON-,DET,PRP$,poss,answer,VERB,O
1,husband,husband,NOUN,NN,nsubj,my,DET,O
1,took,take,VERB,VBD,relcl,husband,NOUN,O
1,out,out,ADP,RP,prt,took,VERB,O
1,some,some,DET,DT,det,out,ADP,O
1,bread,bread,NOUN,NN,dobj,some,DET,O
1,and,and,CCONJ,CC,cc,bread,NOUN,O
1,meat,meat,NOUN,NN,conj,and,CCONJ,O
1,to,to,ADP,IN,prep,meat,NOUN,O
1,him,-PRON-,PRON,PRP,pobj,to,ADP,O
1,.,.,PUNCT,.,punct,him,PRON,O
1,Every,every,DET,DT,det,.,PUNCT,O
1,day,day,NOUN,NN,npadvmod,Every,DET,O
1,we,-PRON-,PRON,PRP,nsubj,day,NOUN,O
1,hoped,hope,VERB,VBD,ROOT,we,PRON,O
1,that,that,SCONJ,IN,mark,hoped,VERB,O
1,he,-PRON-,PRON,PRP,nsubjpass,that,SCONJ,O
1,was,be,AUX,VBD,auxpass,he,PRON,O
1,gone,go,VERB,VBN,ccomp,was,AUX,O
1,",",",",PUNCT,",",punct,gone,VERB,O
1,but,but,CCONJ,CC,cc,",",PUNCT,O
1,as,as,SCONJ,IN,advmod,but,CCONJ,O
1,long,long,ADV,RB,advmod,as,SCONJ,O
1,as,as,SCONJ,IN,mark,long,ADV,O
1,he,-PRON-,PRON,PRP,nsubj,as,SCONJ,O
1,was,be,AUX,VBD,advcl,he,PRON,O
1,there,there,ADV,RB,advmod,was,AUX,O
1,we,-PRON-,PRON,PRP,nsubj,there,ADV,O
1,could,could,VERB,MD,aux,we,PRON,O
1,not,not,PART,RB,neg,could,VERB,B-NEG
1,desert,desert,NOUN,NN,conj,not,PART,O
1,him,-PRON-,PRON,PRP,dobj,desert,NOUN,O
1,.,.,PUNCT,.,punct,him,PRON,O
1,That,that,DET,DT,nsubj,'',PUNCT,O
1,is,be,AUX,VBZ,ROOT,That,DET,O
1,the,the,DET,DT,det,is,AUX,O
1,whole,whole,ADJ,JJ,amod,the,DET,O
1,truth,truth,NOUN,NN,attr,whole,ADJ,O
1,",",",",PUNCT,",",punct,truth,NOUN,O
1,as,as,SCONJ,IN,mark,",",PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,as,SCONJ,O
1,am,be,AUX,VBP,advcl,I,PRON,O
1,an,an,X,LS,det,am,AUX,O
1,honest,honest,ADJ,JJ,amod,an,X,O
1,Christian,Christian,PROPN,NNP,amod,honest,ADJ,O
1,woman,woman,NOUN,NN,attr,Christian,PROPN,O
1,and,and,CCONJ,CC,cc,woman,NOUN,O
1,you,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,will,will,VERB,MD,aux,you,PRON,O
1,see,see,VERB,VB,conj,will,VERB,O
1,that,that,SCONJ,IN,mark,see,VERB,O
1,if,if,SCONJ,IN,mark,that,SCONJ,O
1,there,there,ADV,RB,expl,if,SCONJ,O
1,is,be,AUX,VBZ,advcl,there,ADV,O
1,blame,blame,NOUN,NN,attr,is,AUX,O
1,in,in,ADP,IN,prep,blame,NOUN,O
1,the,the,DET,DT,det,in,ADP,O
1,matter,matter,PROPN,NNP,pobj,the,DET,O
1,it,-PRON-,PRON,PRP,nsubj,matter,PROPN,O
1,does,do,AUX,VBZ,aux,it,PRON,O
1,not,not,PART,RB,neg,does,AUX,B-NEG
1,lie,lie,VERB,VB,ccomp,not,PART,O
1,with,with,ADP,IN,prep,lie,VERB,O
1,my,-PRON-,DET,PRP$,poss,with,ADP,O
1,husband,husband,NOUN,NN,pobj,my,DET,O
1,but,but,CCONJ,CC,cc,husband,NOUN,O
1,with,with,ADP,IN,conj,but,CCONJ,O
1,me,-PRON-,PRON,PRP,pobj,with,ADP,O
1,",",",",PUNCT,",",punct,me,PRON,O
1,for,for,ADP,IN,prep,",",PUNCT,O
1,whose,whose,DET,WP$,poss,for,ADP,O
1,sake,sake,VERB,VB,pcomp,whose,DET,O
1,he,-PRON-,PRON,PRP,nsubj,sake,VERB,O
1,has,have,AUX,VBZ,aux,he,PRON,O
1,done,do,VERB,VBN,advcl,has,AUX,O
1,all,all,DET,DT,dobj,done,VERB,O
1,that,that,SCONJ,IN,dobj,all,DET,O
1,he,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,has,have,AUX,VBZ,relcl,he,PRON,O
1,.,.,PUNCT,.,punct,has,AUX,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,The,the,DET,DT,det,.,PUNCT,O
1,woman,woman,NOUN,NN,poss,The,DET,O
1,'s,be,AUX,VBZ,case,woman,NOUN,O
1,words,word,NOUN,NNS,nsubj,'s,AUX,O
1,came,come,VERB,VBD,ROOT,words,NOUN,O
1,with,with,ADP,IN,prep,came,VERB,O
1,an,an,X,LS,det,with,ADP,O
1,intense,intense,ADJ,JJ,amod,an,X,O
1,earnestness,earnestness,PROPN,NNP,pobj,intense,ADJ,O
1,which,which,DET,WDT,nsubj,earnestness,PROPN,O
1,carried,carry,VERB,VBN,relcl,which,DET,O
1,conviction,conviction,NOUN,NN,dobj,carried,VERB,O
1,with,with,ADP,IN,prep,conviction,NOUN,O
1,them,-PRON-,PRON,PRP,pobj,with,ADP,O
1,.,.,PUNCT,.,punct,them,PRON,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,Is,be,AUX,VBZ,ROOT,``,PUNCT,O
1,this,this,DET,DT,nsubj,Is,AUX,O
1,true,true,ADJ,JJ,acomp,this,DET,O
1,",",",",PUNCT,",",punct,true,ADJ,O
1,Barrymore,Barrymore,PROPN,NNP,npadvmod,",",PUNCT,O
1,?,?,PUNCT,.,punct,Barrymore,PROPN,O
1,'','',PUNCT,'',punct,?,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,Yes,yes,INTJ,UH,ROOT,``,PUNCT,O
1,",",",",PUNCT,",",punct,Yes,INTJ,O
1,Sir,Sir,PROPN,NNP,compound,",",PUNCT,O
1,Henry,Henry,PROPN,NNP,npadvmod,Sir,PROPN,O
1,.,.,PUNCT,.,punct,Henry,PROPN,O
1,Every,every,DET,DT,det,'',PUNCT,O
1,word,word,NOUN,NN,ROOT,Every,DET,O
1,of,of,ADP,IN,prep,word,NOUN,O
1,it,-PRON-,PRON,PRP,pobj,of,ADP,O
1,.,.,PUNCT,.,punct,it,PRON,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,Well,well,INTJ,UH,intj,``,PUNCT,O
1,",",",",PUNCT,",",punct,Well,INTJ,O
1,I,-PRON-,PRON,PRP,nsubj,",",PUNCT,O
1,can,can,VERB,MD,aux,I,PRON,O
1,not,not,PART,RB,neg,can,VERB,B-NEG
1,blame,blame,NOUN,NN,ROOT,not,PART,O
1,you,-PRON-,PRON,PRP,dobj,blame,NOUN,O
1,for,for,ADP,IN,prep,you,PRON,O
1,standing,stand,VERB,VBG,pcomp,for,ADP,O
1,by,by,ADP,IN,prep,standing,VERB,O
1,your,-PRON-,DET,PRP$,poss,by,ADP,O
1,own,own,ADJ,JJ,amod,your,DET,O
1,wife,wife,NOUN,NN,pobj,own,ADJ,O
1,.,.,PUNCT,.,punct,wife,NOUN,O
1,Forget,forget,VERB,VB,ROOT,.,PUNCT,O
1,what,what,PRON,WP,dobj,Forget,VERB,O
1,I,-PRON-,PRON,PRP,nsubj,what,PRON,O
1,have,have,AUX,VBP,aux,I,PRON,O
1,said,say,VERB,VBD,ccomp,have,AUX,O
1,.,.,PUNCT,.,punct,said,VERB,O
1,Go,go,VERB,VB,ROOT,'',PUNCT,O
1,to,to,ADP,IN,prep,Go,VERB,O
1,your,-PRON-,DET,PRP$,poss,to,ADP,O
1,room,room,NOUN,NN,pobj,your,DET,O
1,",",",",PUNCT,",",punct,room,NOUN,O
1,you,-PRON-,PRON,PRP,npadvmod,",",PUNCT,O
1,two,two,NUM,CD,appos,you,PRON,O
1,",",",",PUNCT,",",punct,two,NUM,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,we,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
